name,tier,tier_name,iclevel,region,state,cfips,county,female,k_married,mr_kq5_pq1,mr_ktop1_pq1,par_mean,par_median,par_rank,par_q1,par_q2,par_q3,par_q4,par_q5,par_top10pc,par_top5pc,par_top1pc,par_toppt1pc
ASA Institute Of Business & Computer Technology,11,Two-year for-profit,2,1,NY,36047,Kings,0.79878789,0.1836585,0.020033944,1.89E-05,35390.3968,29000,0.274209106,0.44357517,0.32679018,0.14371076,0.05970677,0.026217192,0.013222894,0.006964942,0.000415863,0.000103003
Abilene Christian University,6,Selective private,1,3,TX,48441,Taylor,0.55961841,0.71257001,0.014363836,0.001996945,138760.9698,101000,0.683686359,0.052441355,0.10103199,0.16393574,0.25824007,0.42435089,0.23586491,0.12660472,0.023049099,0.000841904
Abraham Baldwin Agricultural College,7,Nonselective four-year public,1,3,GA,13277,Tift,0.44160941,0.58075023,0.014857335,0.00099537,80366.66127,66000,0.525405982,0.15455516,0.18715858,0.22549702,0.23676255,0.19602653,0.072930537,0.033044621,0.002520282,0.000608527
Academy Of Art University,10,Four-year for-profit,1,4,CA,6075,San Francisco,0.4142569,0.34508148,0.01635739,0.001360899,166594.9696,92300,0.649209833,0.093524233,0.12291715,0.1753495,0.21152514,0.39668405,0.24404958,0.14739551,0.035681199,0.003368349
Adams State University,5,Selective public,1,4,CO,8003,Alamosa,0.50084746,0.56966305,0.018844681,3.10E-05,76121.81634,67200,0.540471235,0.12922439,0.1855039,0.24842876,0.26087633,0.17596665,0.064278461,0.024887405,0.003146715,0
Adelphi University,6,Selective private,1,1,NY,36059,Nassau,0.71840209,0.54553699,0.032585073,0.002612555,130723.7409,96300,0.648892214,0.087048024,0.12853861,0.15643388,0.22986455,0.39811498,0.2053698,0.10392397,0.023863256,0.00193671
Adirondack Community College - SUNY Office Of Community Colleges,9,Two-year (public and private not-for-profit),2,1,NY,36113,Warren,0.5263952,0.48989117,0.009940931,2.83E-05,75699.25196,69900,0.534996618,0.11428819,0.17760713,0.25521886,0.29444924,0.1584366,0.045389868,0.015902614,0.001922987,9.23E-05
Adrian College,6,Selective private,1,2,MI,26091,Lenawee,0.55478501,0.65137172,0.009564629,4.23E-05,113708.1117,88500,0.643139329,0.060760289,0.11535594,0.20081325,0.28132689,0.34174353,0.1497259,0.072932914,0.011504383,0.001322675
Advanced Institute Of Hair Design,11,Two-year for-profit,2,2,WI,55079,Milwaukee,0.99137932,0.58200473,0.020172881,9.74E-05,90962.75,78100,0.621006866,0.025902087,0.11116548,0.25450274,0.40800014,0.20042956,0.094894953,0.015591938,0.001437937,0.00083525
Advanced Technology Institute,11,Two-year for-profit,2,3,VA,51810,Virginia Beach City,0.039164491,0.40728205,0.031438664,6.50E-05,69400.14868,57200,0.481592976,0.15953134,0.21892074,0.26273358,0.2235292,0.13528517,0.027271068,0.010344932,0.002457908,5.80E-06
Adventist University Of Health Sciences,8,Nonselective four-year private not-for-profit,1,3,FL,12095,Orange,0.76348549,0.53837162,0.037858434,7.64E-05,73132.16146,62900,0.532083193,0.12763435,0.21570545,0.2254377,0.27373475,0.15748784,0.03309045,0.016315293,0.00058266,0.000185221
Agnes Scott College,4,Highly selective private,1,3,GA,13089,DeKalb,0.99695122,0.50208014,0.014744159,8.43E-05,148536.1146,97200,0.646476328,0.072003044,0.12996751,0.15526837,0.226091,0.41667008,0.23255238,0.11762413,0.012381608,0.002919478
Aiken Technical College,9,Two-year (public and private not-for-profit),2,3,SC,45003,Aiken,0.53883201,0.42719471,0.017105054,0,67392.41217,64100,0.496268337,0.20115341,0.19178109,0.18350492,0.26164183,0.16191886,0.050870921,0.012990623,0.001542641,1.43E-05
Alabama Agricultural & Mechanical University,5,Selective public,1,3,AL,1089,Madison,0.51395267,0.23482969,0.0421931,0.000729114,57659.15269,44500,0.425329574,0.24356118,0.26432449,0.19608772,0.17628771,0.11973897,0.032962188,0.009083641,0.000179344,0.000126663
Alabama Southern Community College,9,Two-year (public and private not-for-profit),2,3,AL,1099,Monroe,0.59677422,0.41742578,0.030778091,0,61075.67018,44300,0.417778869,0.29389939,0.22918545,0.16352981,0.21245942,0.1009258,0.034645256,0.012100537,0.003593802,0.000223684
Alamance Community College,9,Two-year (public and private not-for-profit),2,3,NC,37001,Alamance,0.59614146,0.4634057,0.004474188,0,72254.9352,61200,0.512171664,0.13409744,0.21639305,0.24086517,0.25753823,0.15110618,0.0470149,0.020127453,0.002242142,4.22E-05
Alamo Community College District,9,Two-year (public and private not-for-profit),2,3,TX,48029,Bexar,0.54037869,0.4291977,0.02440845,9.94E-05,65078.97563,50600,0.453478906,0.21751642,0.24149129,0.21906626,0.19534898,0.12657699,0.047545817,0.018594263,0.002772422,0.000144082
Albany College Of Pharmacy And Health Sciences,8,Nonselective four-year private not-for-profit,1,1,NY,36001,Albany,0.59689921,0.74353045,0.033575334,0.000100101,90997.46875,95800,0.661741018,0.039403558,0.10187934,0.18648764,0.27667844,0.39555106,0.16515727,0.041671876,0.001978402,0.000272034
Albany State University,5,Selective public,1,3,GA,13095,Dougherty,0.63595647,0.21053372,0.025794942,0,54718.25916,43800,0.420957634,0.2330108,0.28163674,0.21580002,0.1759358,0.093616597,0.025878895,0.007332874,0.000947231,5.53E-05
Albany Technical College,9,Two-year (public and private not-for-profit),2,3,GA,13095,Dougherty,0.62720001,0.22114572,0.014374671,0.001068568,43728.09115,29200,0.289352655,0.44530651,0.28822574,0.13613243,0.091694914,0.03864035,0.015377056,0.006204087,0.000590431,0.000176775
Albertus Magnus College,6,Selective private,1,1,CT,9009,New Haven,,0.40746137,0.055204768,3.82E-05,89400.36429,68600,0.545599098,0.12973523,0.16373675,0.24205586,0.23975486,0.22471726,0.10005123,0.049870253,0.003582891,0.000145413
Albion College,6,Selective private,1,2,MI,26025,Calhoun,0.56407034,0.67621833,0.006813185,0.000116058,159765.401,120700,0.738589386,0.022652306,0.069142476,0.13488385,0.23832628,0.53499514,0.33973223,0.17897189,0.029275218,0.001655841
Albright College,6,Selective private,1,1,PA,42011,Berks,0.59023356,0.58927262,0.013705797,4.25E-05,139372.1685,89000,0.646742554,0.051434021,0.1267895,0.2036522,0.29418346,0.32394081,0.14266323,0.055048574,0.013267925,0.001129514
Alderson Broaddus University,6,Selective private,1,3,WV,54001,Barbour,0.6322751,0.66366309,0.027365765,0.000179451,68810.9659,59500,0.499516529,0.12749578,0.234915,0.28003561,0.23765394,0.11989974,0.038474966,0.021652492,0.000308738,2.20E-05
Alfred University,6,Selective private,1,1,NY,36003,Allegany,0.52639294,0.60422957,0.014770933,5.07E-05,133071.2606,90800,0.650354717,0.065330885,0.12035545,0.19156954,0.26581183,0.35693237,0.17403902,0.089041352,0.018995715,0.003757956
Allan Hancock College,9,Two-year (public and private not-for-profit),2,4,CA,6083,Santa Barbara,0.5262295,0.49325484,0.019464159,5.76E-05,76983.84115,65700,0.529356321,0.1408916,0.18905991,0.23496437,0.25687888,0.1782054,0.061796099,0.02819534,0.00467001,0.000257449
Allegany College Of Maryland,9,Two-year (public and private not-for-profit),2,3,MD,24001,Allegany,0.59288889,0.56228483,0.019646211,8.25E-05,66930.82031,57900,0.488503476,0.15657392,0.22410621,0.29169142,0.22855283,0.099075511,0.036268938,0.017396485,0.00135686,0.000151485
Allegheny College,6,Selective private,1,1,PA,42039,Crawford,0.50517839,0.62554431,0.013434455,0.00222989,142412.0833,102800,0.708648741,0.037381232,0.078848675,0.1665498,0.288313,0.42890722,0.25286427,0.13671601,0.026483722,0.001901667
Allen County Community College,9,Two-year (public and private not-for-profit),2,2,KS,20001,Allen,0.57290018,0.54991829,0.011012558,1.48E-05,74845.65544,65000,0.526211282,0.10632455,0.19791794,0.28203198,0.26905611,0.14466943,0.041579459,0.0126484,0.002191362,8.04E-05
Alma College,6,Selective private,1,2,MI,26057,Gratiot,0.56097561,0.71877366,0.011659105,8.16E-05,120659.526,98200,0.689799746,0.050117996,0.095352128,0.17640549,0.28018877,0.39793569,0.21285716,0.10735939,0.016617836,0.0001292
Alpena Community College,9,Two-year (public and private not-for-profit),2,2,MI,26007,Alpena,0.46733668,0.55798501,0.015276693,7.38E-05,68727.44271,60600,0.497607559,0.15903667,0.1923676,0.28650403,0.2348613,0.12723048,0.027908636,0.020579832,0.002238735,0.000358329
Altamaha Technical College,9,Two-year (public and private not-for-profit),2,3,GA,13305,Wayne,0.55737704,0.40532565,0.022791615,8.06E-05,48751.51172,35700,0.349743028,0.37032306,0.25208858,0.22068323,0.1103714,0.046533782,0.011560021,0.009453585,0.000505221,0.0001292
Alvernia University,6,Selective private,1,1,PA,42011,Berks,0.62440568,0.56393397,0.021852216,0.001535565,94909.35131,84300,0.616992408,0.066485949,0.14129101,0.21616477,0.31234124,0.26371697,0.11675507,0.043267734,0.008258023,7.38E-05
Alverno College,6,Selective private,1,2,WI,55079,Milwaukee,0.99792963,0.43997833,0.026607819,0.002127414,76471.00966,65600,0.519893954,0.15033281,0.19734082,0.22081539,0.27449477,0.15701626,0.068817817,0.024885833,0.005124783,6.24E-05
Alvin Community College,9,Two-year (public and private not-for-profit),2,3,TX,48039,Brazoria,0.55083907,0.54605395,0.017735526,0,95668.52346,84500,0.610463218,0.092303403,0.13839598,0.18687269,0.29412159,0.28830639,0.092276096,0.036763832,0.00274019,0.000818027
Amarillo College,9,Two-year (public and private not-for-profit),2,3,TX,48375,Potter,0.55084938,0.55079144,0.019522574,0.000446734,70729.86157,58500,0.488905797,0.16241902,0.22502606,0.22983143,0.24252202,0.14020148,0.044894155,0.02017108,0.003010451,0.000238369
American Career College of Los Angeles - CA,11,Two-year for-profit,2,4,CA,6037,Los Angeles,0.82431054,0.28423366,0.019744419,5.22E-05,55879.31641,30400,0.318561902,0.41461432,0.28462368,0.15968955,0.09054707,0.050525419,0.018174158,0.005686146,0.003104616,0.00144736
American Institute Of Business,8,Nonselective four-year private not-for-profit,1,2,IA,19153,Polk,0.71465629,0.68425125,0.014345624,6.48E-05,77755.57664,66000,0.544485238,0.081016317,0.1941523,0.29171199,0.30712795,0.12599143,0.03304711,0.024251265,0.00312296,0.000158517
American Intercontinental University,10,Four-year for-profit,1,2,IL,17031,Cook,0.58985066,0.36369017,0.026364811,0.000717734,62196.20024,44700,0.415672902,0.26033288,0.25847679,0.22258297,0.16052973,0.098077446,0.041142762,0.018535789,0.004889943,0.000489295
American International College,6,Selective private,1,1,MA,25013,Hampden,0.50483561,0.42280263,0.026896371,0,79213.42305,68700,0.539727626,0.1455442,0.1995191,0.18894041,0.25597811,0.21001817,0.077038728,0.027052341,0.005896935,6.81E-05
American Musical & Dramatic Academy,8,Nonselective four-year private not-for-profit,1,1,NY,36061,New York,0.65619224,0.36969981,0.00702624,8.06E-05,115011.5703,88800,0.644483129,0.06849435,0.13463777,0.18843894,0.26431316,0.34411585,0.18152286,0.063715003,0.010904926,0.001281826
American National University,10,Four-year for-profit,1,3,VA,51775,Salem City,0.81465137,0.36971423,0.009691824,0,43873.0047,38300,0.369709907,0.29305914,0.2959623,0.2585285,0.11077217,0.041677851,0.017481865,0.00067595,0.00067595,4.02E-05
American University ,4,Highly selective private,1,3,DC,11001,District Of Columbia,0.63553941,0.52136064,0.012844238,0.001853017,305748.2662,135700,0.775091677,0.035309114,0.066071384,0.10890936,0.17679563,0.61291456,0.43759501,0.2953482,0.087893449,0.014072705
Amherst College,2,Other elite schools (public and private),1,1,MA,25015,Hampshire,0.48417452,0.55561686,0.019616831,0.0026927,440985.7169,181300,0.809826901,0.042215958,0.059988361,0.094621271,0.097151466,0.70602298,0.58360541,0.43920442,0.16812453,0.023892084
Ancilla Domini College,9,Two-year (public and private not-for-profit),2,2,IN,18099,Marshall,0.56430447,0.51668769,0.006454282,0,72471.06687,61300,0.552056255,0.10462378,0.20454895,0.28308892,0.27075192,0.13698658,0.03280548,0.014519827,0.000728676,0.000481094
Anderson University of Anderson - IN,6,Selective private,1,2,IN,18095,Madison,0.57652301,0.70850742,0.007135674,0,116464.4859,88400,0.664967786,0.052718632,0.098190263,0.21165113,0.30204177,0.33539814,0.15427433,0.076988913,0.015878981,0.000834479
Anderson University of Anderson - SC,8,Nonselective four-year private not-for-profit,1,3,SC,45007,Anderson,0.62037039,0.68392432,0.011968425,0.001502922,89558.53371,75900,0.593350396,0.085361473,0.14384307,0.23654573,0.31470928,0.21954045,0.090228274,0.040539686,0.004523106,0
Andrews University,6,Selective private,1,2,MI,26021,Berrien,0.52664977,0.5948481,0.02404573,0.000115356,101521.1542,73900,0.576327226,0.093424968,0.17074327,0.23247668,0.26152712,0.24182813,0.1172775,0.079211667,0.017232016,0.001372643
Angelina College,9,Two-year (public and private not-for-profit),2,3,TX,48005,Angelina,0.59120458,0.50160164,0.023021303,0.001536184,55254.5624,45900,0.416496641,0.26211667,0.24923988,0.22263774,0.16984451,0.096161284,0.030602381,0.008404361,0.000735613,0.000195557
Angelo State University,5,Selective public,1,3,TX,48451,Tom Green,0.55321103,0.6384185,0.021094922,2.73E-05,79315.0784,68400,0.538717774,0.11666122,0.17981094,0.25133204,0.27265513,0.17954072,0.064379506,0.025186485,0.003909629,0.000318453
Anna Maria College,6,Selective private,1,1,MA,25027,Worcester,0.69125682,0.59595132,0.01695396,0,108239.2152,90400,0.655685177,0.050080616,0.12086296,0.18476796,0.30326933,0.34101921,0.12069109,0.039577294,0.011772706,9.73E-05
Anne Arundel Community College,9,Two-year (public and private not-for-profit),2,3,MD,24003,Anne Arundel,0.53545672,0.48565707,0.012353074,0.00015035,105564.4282,91100,0.650631178,0.062969223,0.11771846,0.18344226,0.2818532,0.3540169,0.14790857,0.051149484,0.00665812,0.000907946
Antelope Valley College,9,Two-year (public and private not-for-profit),2,4,CA,6037,Los Angeles,0.53972697,0.43287462,0.019280404,4.22E-05,71043.66439,66600,0.520847316,0.1640186,0.1747461,0.21986827,0.26280379,0.17856315,0.050849926,0.01237582,0.001597043,8.82E-06
Anthem College And The Bryman School Of Arizona,10,Four-year for-profit,1,4,AZ,4013,Maricopa,0.68039256,0.347478,0.013152837,1.21E-05,51869.36068,41100,0.387356222,0.26990733,0.29609391,0.21190222,0.15714025,0.064956464,0.020059766,0.003681906,0.000707128,0.000267682
Anthem Institute,12,Less than two-year schools of any type,3,1,NJ,34017,Hudson,0.2760095,0.32981238,0.031372156,0.001436333,75983.0101,56900,0.49591278,0.18898329,0.22520447,0.19635898,0.206406,0.18304738,0.076470777,0.024670025,0.003773419,0.000476367
Antonelli College,11,Two-year for-profit,2,3,MS,28121,Rankin,0.72495091,0.34146017,0.011797697,0,50262.57463,37200,0.389443846,0.32667789,0.23901823,0.167437,0.16681309,0.10005391,0.027649811,0.00687835,0.001722373,7.21E-05
Appalachian State University,5,Selective public,1,3,NC,37189,Watauga,0.52059871,0.6515426,0.005400483,0.000253233,139395.6926,105900,0.714398152,0.035452351,0.080750085,0.15510227,0.26795709,0.46073815,0.25032452,0.12419733,0.022165755,0.001656669
Aquinas College,6,Selective private,1,2,MI,26081,Kent,0.64645308,0.65815198,0.005840097,0,129991.2852,94800,0.686997665,0.034027312,0.069324307,0.19141719,0.33323264,0.37199861,0.17208637,0.10534691,0.024719775,0.001248495
Arapahoe Community College,9,Two-year (public and private not-for-profit),2,4,CO,8005,Arapahoe,0.51102829,0.49721971,0.009459664,5.04E-05,110998.934,93800,0.66375749,0.057288367,0.10765015,0.18125501,0.2872293,0.36657712,0.17130682,0.076366432,0.009429826,0.000359366
Arcadia University,6,Selective private,1,1,PA,42091,Montgomery,0.74433655,0.60099971,0.019300634,0.002160176,148066.9625,92200,0.667812364,0.057861663,0.11233881,0.17448887,0.28678066,0.36853001,0.19408038,0.093165353,0.02883395,0.005523332
Argosy University,10,Four-year for-profit,1,4,CA,6071,San Bernardino,0.92997199,0.5772028,0.000854953,1.51E-05,101653.7677,84000,0.621894403,0.066442594,0.12116543,0.20721751,0.3563576,0.24881685,0.10212522,0.051168609,0.006543763,0.001697909
Arizona State And Northern Arizona University And University Of Arizona,5,Selective public,1,4,AZ,4013,Maricopa,0.55421919,0.5721252,0.015779939,0.000633796,178288.5777,110700,0.718523952,0.049298476,0.091322884,0.14336164,0.21804741,0.49796966,0.32075703,0.18678544,0.040208273,0.003990957
Arizona Western College,9,Two-year (public and private not-for-profit),2,4,AZ,4027,Yuma,0.52242053,0.48828775,0.024497749,3.09E-05,51295.79964,38600,0.389898528,0.27479175,0.30698606,0.19870323,0.13221259,0.08730644,0.026010675,0.009386459,0.000995572,1.97E-06
Arkansas Northeastern College,9,Two-year (public and private not-for-profit),2,3,AR,5093,Mississippi,0.66520786,0.41611296,0.017940748,0,50379.58792,37100,0.376059053,0.30776921,0.26734823,0.20595385,0.1477963,0.071132414,0.01293985,0.008015804,0.002055441,0
Arkansas State University,5,Selective public,1,3,AR,5031,Craighead,0.57444632,0.60616404,0.023571217,0.000689878,74970.92898,60800,0.504332895,0.15929386,0.21508323,0.23135127,0.23489296,0.1593788,0.064402379,0.029029256,0.003950324,0.00016093
Arkansas State University - Beebe,9,Two-year (public and private not-for-profit),2,3,AR,5145,White,0.52119958,0.62818938,0.015625553,0.000519876,70249.69388,63100,0.507635843,0.13748597,0.19968632,0.27161276,0.26908267,0.12213245,0.042131435,0.016830433,0.002521695,4.61E-05
Arkansas Tech University,5,Selective public,1,3,AR,5115,Pope,0.49526814,0.64712572,0.021171754,0.001375295,76237.43459,63200,0.527529525,0.13475393,0.20664361,0.24561308,0.24438335,0.16860601,0.066808365,0.035590872,0.004111104,6.59E-05
Armstrong Atlantic State University,5,Selective public,1,3,GA,13051,Chatham,0.6419816,0.53932971,0.018230883,0,88486.62059,76000,0.582635835,0.097965747,0.15212697,0.22934861,0.28047365,0.24008495,0.093100287,0.029803272,0.004796087,2.34E-05
Art Center College Of Design,8,Nonselective four-year private not-for-profit,1,4,CA,6037,Los Angeles,0.38812786,0.34515694,0.04573692,0.003061187,140836.1458,84800,0.590279301,0.14908856,0.13026695,0.16527221,0.14875817,0.40661412,0.22992569,0.13101596,0.0190461,0.003573103
Art Institute Of Colorado ,10,Four-year for-profit,1,4,CO,8031,Denver,0.39528963,0.40110242,0.017068015,0.000958525,105818.0472,74200,0.569805633,0.12620264,0.19818161,0.18435763,0.22651473,0.26474324,0.13467038,0.070709988,0.009323028,0.002014236
Art Institute Of Fort Lauderdale ,10,Four-year for-profit,1,3,FL,12011,Broward,0.4275775,0.34093061,0.024526617,0.000497504,84857.70898,55400,0.495518881,0.19660527,0.23544908,0.19644086,0.17487334,0.19663151,0.10904836,0.055973586,0.010250747,0.001390453
Art Institute Of Houston ,10,Four-year for-profit,1,3,TX,48201,Harris,0.36325851,0.37300768,0.027079023,0,96153.09433,58000,0.512460686,0.1710009,0.23132083,0.18362622,0.19914369,0.21490842,0.11213512,0.055374648,0.009406599,0.002365386
Art Institute Of New York City ,11,Two-year for-profit,2,1,NY,36061,New York,0.43673471,0.2816143,0.026066655,0.002731719,64366.3401,45900,0.430609775,0.24446349,0.27279875,0.20058748,0.14373477,0.13841546,0.062168233,0.026244655,0.00424153,0.001279834
Art Institute Of Philadelphia ,10,Four-year for-profit,1,1,PA,42101,Philadelphia,0.41170636,0.33839619,0.015021494,0,90855.07113,68000,0.55022218,0.12081274,0.1879444,0.23388436,0.22407617,0.23328224,0.098026372,0.041935313,0.008052685,0.000558897
Art Institute Of Phoenix ,10,Four-year for-profit,1,3,KY,21111,Jefferson,0.35669783,0.43267283,0.008015433,0.001543895,93344.60826,73600,0.577761396,0.10486931,0.15116869,0.23352289,0.26568705,0.24475214,0.099798992,0.0455461,0.009322408,7.29E-06
Art Institute Of Pittsburgh ,10,Four-year for-profit,1,1,PA,42003,Allegheny,0.37394604,0.39854708,0.017201809,0.000455038,83031.6895,63800,0.518061306,0.14400798,0.20377597,0.23728739,0.24065527,0.17427336,0.072532639,0.035929788,0.004224047,0.000898899
Art Institute Of Portland ,10,Four-year for-profit,1,4,OR,41051,Multnomah,0.51477832,0.4375324,0.016963538,0,102883.9385,78400,0.603235867,0.0895807,0.12644061,0.22598422,0.28031215,0.2776823,0.13988417,0.085430928,0.014459277,0.000104809
Art Institute Of Seattle ,10,Four-year for-profit,1,4,WA,53033,King,0.45168939,0.42868152,0.019988999,0.000153261,117711.2161,78700,0.590799189,0.10604829,0.1473549,0.20803979,0.25033227,0.28822473,0.15630573,0.067235939,0.011557503,0.00095134
Art Institute Of York  - Pennsylvania,10,Four-year for-profit,1,1,PA,42133,York,0.55154639,0.52949655,0.006846734,0.000206944,87538.40199,74500,0.585535569,0.052165158,0.15882942,0.26292184,0.34945276,0.17663085,0.08172027,0.019797837,0.005827655,0.00106414
Art Institutes International Minnesota ,10,Four-year for-profit,1,2,MN,27053,Hennepin,0.39495799,0.46412954,0.006379184,0,90425.84188,77200,0.583630322,0.082090713,0.18513568,0.23528259,0.27445707,0.22303404,0.12131163,0.050551452,0.007624624,1.56E-05
Asbury College,6,Selective private,1,3,KY,21113,Jessamine,0.56226414,0.80919522,0.007862226,0,123413.013,91700,0.670016666,0.034568813,0.10000917,0.20759381,0.29563022,0.36219794,0.17112055,0.086506188,0.016013799,0.001648586
Asheville Buncombe Technical Community College,9,Two-year (public and private not-for-profit),2,3,NC,37021,Buncombe,0.51433694,0.4787423,0.007575806,0.000474648,73968.66063,62200,0.510079474,0.13436407,0.2064983,0.26530689,0.24924479,0.14458595,0.057502199,0.023227878,0.003289616,3.65E-05
Ashland University,6,Selective private,1,2,OH,39005,Ashland,0.6069364,0.68920964,0.005637876,0.000679458,103633.1471,84600,0.641117819,0.048849329,0.11207296,0.22193652,0.3327865,0.28435469,0.12226255,0.059984148,0.011585776,8.56E-06
Asnuntuck Community College,9,Two-year (public and private not-for-profit),2,1,CT,9003,Hartford,0.55590063,0.40488219,0.006227168,8.56E-05,92144.84011,83300,0.618219169,0.062092416,0.1352624,0.2002809,0.33233815,0.27002603,0.080103628,0.027788699,0.001650136,0.00010699
Assumption College,6,Selective private,1,1,MA,25027,Worcester,0.60139859,0.67169541,0.008881609,0.00011499,148849.7908,120100,0.762152529,0.020878509,0.047466483,0.11110987,0.25913462,0.56141055,0.28621235,0.12357186,0.020419598,0.001933245
Athens Technical College,9,Two-year (public and private not-for-profit),2,3,GA,13059,Clarke,0.58055556,0.49714944,0.010042151,0.000575269,73254.09133,57200,0.483782776,0.1823277,0.21857916,0.23473977,0.21675253,0.14760095,0.065415777,0.028227892,0.003524217,0.000100564
Atlanta Metropolitan  State College,7,Nonselective four-year public,1,3,GA,13121,Fulton,0.57746476,0.16023026,0.013703366,1.95E-05,52692.98153,38900,0.394383256,0.25633019,0.2941758,0.21308851,0.14442447,0.091980964,0.021583313,0.008334125,0.002476552,0
Atlanta Technical College,9,Two-year (public and private not-for-profit),2,3,GA,13121,Fulton,0.55787784,0.12685724,0.014392436,7.83E-05,41963.90234,32000,0.311169575,0.35970023,0.32100338,0.18627292,0.093206197,0.039817292,0.01099903,0.004405436,0.000590786,0.0001292
Atlantic Cape Community College,9,Two-year (public and private not-for-profit),2,1,NJ,34001,Atlantic,0.54571325,0.41358751,0.014002528,0,72492.31194,60000,0.509066352,0.14717254,0.23104146,0.21472572,0.23407361,0.17298672,0.064665861,0.019158566,0.002494485,0
Auburn University,5,Selective public,1,3,AL,1081,Lee,0.50273508,0.6894269,0.010658238,0.000882834,194404.8583,123200,0.759629444,0.033321194,0.064371884,0.11819929,0.21223828,0.57186937,0.36599645,0.21414059,0.048533924,0.003830132
Auburn University Montgomery,5,Selective public,1,3,AL,1101,Montgomery,0.61197007,0.50983292,0.024405176,0.000993117,84780.36575,73600,0.554674188,0.13526307,0.16409531,0.19783634,0.2816475,0.22115785,0.078454547,0.034194719,0.004119791,0.000458471
Augsburg College,6,Selective private,1,2,MN,27053,Hennepin,0.53063345,0.60241026,0.012930907,0.001061026,153407.3376,99100,0.696099743,0.040241987,0.083344162,0.18009207,0.29011959,0.40620214,0.2245352,0.13233477,0.04157313,0.002251637
Augusta Technical College,9,Two-year (public and private not-for-profit),2,3,GA,13245,Richmond,0.6004343,0.35738295,0.007909439,3.95E-05,58063.94436,46700,0.425581901,0.26411942,0.23573224,0.21553653,0.19359024,0.091021627,0.032252297,0.009043299,0.001260062,0.000106599
Augustana College of Rock Island - IL,4,Highly selective private,1,2,IL,17161,Rock Island,0.57327586,0.70826322,0.009998585,0.000526114,148707.0913,114300,0.754517896,0.021307478,0.054624543,0.1313865,0.27298123,0.51970029,0.29499987,0.13867149,0.025780028,0.001265061
Augustana College of Sioux Falls - SD,6,Selective private,1,2,SD,46099,Minnehaha,0.64115644,0.75649744,0.004444805,1.24E-05,119812.8256,93200,0.677949157,0.027987961,0.10647672,0.20369671,0.30488238,0.35695621,0.19177759,0.10625104,0.022330653,0.000478989
Aurora University,6,Selective private,1,2,IL,17089,Kane,0.56552964,0.55574626,0.01104902,6.82E-06,99982.84526,87100,0.622092702,0.073590219,0.14753531,0.16727966,0.31143209,0.30016261,0.11686678,0.043795265,0.010353565,4.73E-05
Austin College,4,Highly selective private,1,3,TX,48181,Grayson,0.57683742,0.61685568,0.022787016,0.001100153,152914.6209,109300,0.710047733,0.057600904,0.086529933,0.16222641,0.22647347,0.46716928,0.30364689,0.17718829,0.033268224,0.003847683
Austin Community College,9,Two-year (public and private not-for-profit),2,3,TX,48453,Travis,0.51364821,0.44611233,0.015076135,0.000155263,109773.504,77100,0.589719427,0.10691411,0.16829526,0.19980496,0.23635086,0.28863478,0.14914405,0.070040353,0.012661423,0.001669092
Austin Peay State University,5,Selective public,1,3,TN,47125,Montgomery,0.57209885,0.56917989,0.013754671,0.000633229,83845.63543,66600,0.528913904,0.11998721,0.19676976,0.25377014,0.27990785,0.149565,0.049760096,0.019214438,0.002674503,0.000310971
Automotive Training Center,11,Two-year for-profit,2,1,PA,42029,Chester,0.034642033,0.4211888,0.013717722,0.000596089,84929.57892,74600,0.580209138,0.087445766,0.16448143,0.21618362,0.29837099,0.2335182,0.096575506,0.029222453,0.001059842,0.000260435
Aveda Institute,12,Less than two-year schools of any type,3,2,MN,27053,Hennepin,0.94262296,0.5279699,0.00631035,3.37E-05,99756.54846,83400,0.620733431,0.085245445,0.13009679,0.18964736,0.29160571,0.3034046,0.1368569,0.064603969,0.010840688,0
Aveda Institute Covington,12,Less than two-year schools of any type,3,3,LA,22103,St Tammany,0.95081967,0.51924878,0.000645082,5.53E-05,84806.25781,63000,0.539925655,0.1494955,0.20765233,0.2153046,0.16921966,0.25832793,0.15062353,0.054369777,0.001068516,0.0001292
Averett University,6,Selective private,1,3,VA,51590,Danville City,0.50395781,0.57709104,0.005811841,4.47E-05,86056.16,65400,0.544069994,0.081789628,0.22231771,0.24828915,0.23627436,0.21132918,0.075743623,0.027714718,0.007408022,0.000183928
Avila University,6,Selective private,1,2,MO,29095,Jackson,0.63926941,0.61183172,0.005256138,0.00012672,138463.9635,88200,0.635059019,0.065208554,0.12505151,0.19988945,0.30212253,0.30772793,0.12986527,0.07180237,0.016284375,0.004096575
Azusa Pacific University,6,Selective private,1,4,CA,6037,Los Angeles,0.6244204,0.70769596,0.015201175,4.74E-05,172835.4881,103700,0.706601575,0.049204983,0.089086533,0.16501208,0.22265151,0.47404495,0.29851791,0.16166498,0.03111719,0.003051529
Babson College,4,Highly selective private,1,1,MA,25021,Norfolk,0.37751856,0.60191709,0.027997315,0.004274052,292542.2134,140500,0.776467322,0.041080918,0.069346882,0.095390707,0.1734544,0.62072706,0.46095437,0.34550944,0.11375799,0.012596603
Bainbridge State College,9,Two-year (public and private not-for-profit),2,3,GA,13087,Decatur,0.58223289,0.40566996,0.016029309,1.39E-06,49669.58983,35300,0.369110243,0.32756332,0.27436528,0.15628642,0.17214383,0.069641277,0.01330815,0.005550205,0,0
