name,tier,tier_name,iclevel,region,state,cfips,county,female,k_married,mr_kq5_pq1,mr_ktop1_pq1,par_mean,par_median,par_rank,par_q1,par_q2,par_q3,par_q4,par_q5,par_top10pc,par_top5pc,par_top1pc,par_toppt1pc
Baker College,8,Nonselective four-year private not-for-profit,1,2,MI,26049,Genesee,0.66284072,0.4585872,0.008991263,0.000236685,70673.76008,61400,0.495290803,0.16952464,0.20383364,0.23135038,0.25376275,0.14152855,0.04413566,0.014042947,0.00196829,0.000244128
Baker University,6,Selective private,1,2,KS,20045,Douglas,0.54115587,0.65861338,0.01278977,0,150457.8955,96200,0.681067719,0.034607053,0.10425127,0.193275,0.28342211,0.38444459,0.19528192,0.081486762,0.010814402,0.003491267
Baldwin Wallace University,6,Selective private,1,2,OH,39035,Cuyahoga,0.5985437,0.6688863,0.011461781,1.70E-05,105043.525,89200,0.656309962,0.037171356,0.099473953,0.20642917,0.34359634,0.31332919,0.12813491,0.062831059,0.008870175,6.76E-05
Ball State University,5,Selective public,1,2,IN,18035,Delaware,0.55561137,0.64420259,0.007742561,0.000390375,111459.0097,94900,0.6769271,0.045373358,0.093577623,0.18002766,0.31046122,0.37056011,0.1600536,0.063857675,0.009251452,0.000598805
Baltimore School Of Massage,12,Less than two-year schools of any type,3,3,MD,24003,Anne Arundel,0.86301368,0.43747342,0.000529964,4.04E-05,70166.98958,70600,0.572506964,0.085807435,0.18123537,0.25062642,0.30083659,0.18149416,0.049282964,0.026317587,0.00233717,0.000341706
Baptist Bible College,8,Nonselective four-year private not-for-profit,1,2,MO,29077,Greene,0.50200802,0.8267383,0.024323437,6.68E-05,72203.76823,67700,0.487469047,0.11958838,0.20061697,0.27920136,0.25634891,0.14424445,0.024374256,0.024374256,0.003796455,0.000222724
Baptist Bible College Of Pennsylvania,8,Nonselective four-year private not-for-profit,1,1,PA,42069,Lackawanna,0.580531,0.79829925,0.005105132,0,87674.39154,67500,0.567324802,0.0615445,0.17483094,0.33367464,0.26281899,0.16713096,0.078053504,0.026682122,0.006840675,7.17E-05
Bard College,4,Highly selective private,1,1,NY,36027,Dutchess,0.5607143,0.36819476,0.015318513,0,340615.728,117900,0.721591618,0.064892881,0.093774498,0.13329877,0.17579781,0.5322361,0.39327541,0.26562557,0.075858153,0.017794369
Barnard College,2,Other elite schools (public and private),1,1,NY,36061,New York,0.99564135,0.5202992,0.034545787,0.004341159,310543.0638,148000,0.763227488,0.065402597,0.08757998,0.092271917,0.12810346,0.62664211,0.49403974,0.37600601,0.12618665,0.016250985
Barry University,6,Selective private,1,3,FL,12086,,0.66625917,0.42077962,0.035723217,0.001279336,116412.1855,69500,0.555993412,0.15535042,0.20304297,0.16312259,0.19752297,0.2809611,0.16681445,0.093466327,0.028029114,0.002437476
Barstow Community College,9,Two-year (public and private not-for-profit),2,4,CA,6071,San Bernardino,0.45327756,0.4585042,0.034888964,0,62711.74123,58000,0.470688752,0.18924633,0.21273528,0.25815755,0.23362489,0.10623594,0.031732246,0.004419426,0.000832328,0.000167836
Barton College,6,Selective private,1,3,NC,37195,Wilson,0.66486484,0.65991211,0.005411822,7.74E-05,99189.09635,87500,0.644657254,0.074892856,0.14685634,0.1814004,0.27825874,0.31859165,0.17298929,0.079460077,0.012907856,0.000212297
Barton County Community College,9,Two-year (public and private not-for-profit),2,2,KS,20009,Barton,0.36461347,0.52174824,0.026786702,0,59945.31675,52600,0.449971317,0.18634379,0.24428117,0.27458453,0.21835339,0.076437101,0.022273963,0.009534715,0.000928412,2.77E-05
Bates College,2,Other elite schools (public and private),1,1,ME,23001,Androscoggin,0.50351286,0.58164424,0.007581061,0.000867327,330710.9493,176900,0.836843799,0.018359207,0.047235712,0.07726942,0.16423874,0.6928969,0.57122076,0.43707693,0.13819,0.011415887
Bates Technical College,9,Two-year (public and private not-for-profit),2,4,WA,53053,Pierce,0.38678414,0.44380075,0.017563809,0,74478.24721,65000,0.530376394,0.11937842,0.18868415,0.27706867,0.25594157,0.15892726,0.04646657,0.017028369,0.002161809,1.36E-05
Bay De Noc Community College,9,Two-year (public and private not-for-profit),2,2,MI,26041,Delta,0.53595656,0.55363101,0.006819854,6.08E-05,73573.13021,64800,0.513802906,0.14342722,0.17121077,0.28405613,0.2962563,0.10504974,0.028453132,0.006041221,0.002956737,0.0001292
Bay Path College,6,Selective private,1,1,MA,25013,Hampden,1,0.57856828,0.017043661,2.30E-05,93687.7548,84100,0.607519563,0.059767347,0.15337735,0.21748722,0.3082934,0.2610746,0.079804845,0.027711151,0.000157989,5.49E-05
Bay State College,10,Four-year for-profit,1,1,MA,25025,Suffolk,0.66666669,0.29726502,0.016086888,4.14E-05,72966.30729,55000,0.487057686,0.20492889,0.21655257,0.2111169,0.22064322,0.14675841,0.033939503,0.033292588,0.001949711,0.000167042
Baylor University,4,Highly selective private,1,3,TX,48309,McLennan,0.58958775,0.6917218,0.013736501,0.001318486,215777.8602,132400,0.764612909,0.040205304,0.072580665,0.1105746,0.18152407,0.59511542,0.43043634,0.27677065,0.059036355,0.004239802
Beaufort County Community College,9,Two-year (public and private not-for-profit),2,3,NC,37013,Beaufort,0.57586837,0.41642657,0.010546853,1.31E-05,54211.49916,46400,0.40937749,0.25968102,0.23882288,0.24467394,0.17269658,0.084125534,0.021444457,0.010910335,0.001072174,6.32E-06
Becker College,6,Selective private,1,1,MA,25027,Worcester,0.75313807,0.51339358,0.008957573,1.15E-05,87529.21964,75500,0.57626758,0.093802117,0.14924544,0.23342985,0.28422585,0.23929676,0.090130039,0.037843436,0.004119298,8.81E-05
Bel - Rea Institute Of Animal Technology,11,Two-year for-profit,2,4,CO,8005,Arapahoe,0.92990655,0.5211153,0,0,97078.15885,81700,0.588072379,0.10138923,0.14717148,0.19945383,0.25955698,0.29242846,0.12009595,0.047200754,0.000505221,0.000267007
Belhaven University,6,Selective private,1,3,MS,28049,Hinds,0.59498209,0.6617381,0.031970855,0.003162562,92393.3151,77300,0.588491817,0.12699437,0.15051255,0.19013491,0.25063062,0.28172767,0.14078277,0.047421843,0.007488789,0.000315142
Bellarmine University,6,Selective private,1,3,KY,21111,Jefferson,0.65251571,0.68461752,0.009435893,0.00144719,135061.6649,98200,0.696477068,0.030137699,0.099050149,0.16030817,0.30371743,0.40678659,0.18948354,0.10376317,0.022551276,0.002126122
Bellevue College,7,Nonselective four-year public,1,4,WA,53033,King,0.46969968,0.48081589,0.014904987,0.000383362,143430.1454,97000,0.673315271,0.064948902,0.10525785,0.15919451,0.26506791,0.40553087,0.21018377,0.1012628,0.020128325,0.001986496
Bellevue University,6,Selective private,1,2,NE,31153,Sarpy,0.46080759,0.64363998,0.009894824,3.89E-05,87138.01668,73100,0.573585148,0.078210875,0.16353154,0.24422197,0.30538797,0.20864762,0.064431906,0.030651638,0.005030308,0.000134061
Bellingham Technical College,9,Two-year (public and private not-for-profit),2,4,WA,53073,Whatcom,0.47021276,0.5152818,0.011806679,0,79678.37289,63900,0.525384046,0.12366497,0.19517104,0.26164857,0.27931419,0.14020118,0.053335313,0.021297161,0.004913744,3.20E-05
Belmont Abbey College,6,Selective private,1,3,NC,37071,Gaston,0.52109182,0.59507048,0.014704109,0,124431.8341,97900,0.675667532,0.049032427,0.1176239,0.17148899,0.25387913,0.40797555,0.19242793,0.11140217,0.019279256,8.97E-06
Belmont College,9,Two-year (public and private not-for-profit),2,2,OH,39013,Belmont,0.48558247,0.54019785,0.015891062,2.51E-05,58512.50718,53000,0.444483565,0.1811984,0.25555131,0.27200943,0.2297046,0.061536305,0.021620315,0.006938241,0.000556106,9.17E-05
Belmont University,6,Selective private,1,3,TN,47037,Davidson,0.59873062,0.65178537,0.005781155,2.71E-05,187916.1581,116700,0.744219286,0.029190464,0.076907694,0.13428703,0.22944981,0.53016496,0.34593326,0.19320682,0.042939048,0.006380937
Beloit College,4,Highly selective private,1,2,WI,55105,Rock,0.59974092,0.47994474,0.009019055,0.001435424,178407.6344,109800,0.718619927,0.037870955,0.080854058,0.13371772,0.25324389,0.4943133,0.28105345,0.15779327,0.027448835,0.00324785
Benedictine College,6,Selective private,1,2,KS,20005,Atchison,0.52597404,0.65511101,0.010532828,0.000153805,104279.5052,90200,0.659156223,0.057753913,0.090713404,0.17383659,0.32969344,0.34800273,0.14910698,0.054995086,0.006691018,0.000235148
Benedictine University,6,Selective private,1,2,IL,17043,Dupage,0.57174885,0.62427807,0.01114781,0.001550542,130073.1927,104500,0.708380024,0.029397815,0.08072646,0.16113032,0.28248596,0.4462595,0.2207064,0.1067653,0.025321854,0.0001292
Bennett College,6,Selective private,1,3,NC,37081,Guilford,0.98941797,0.22881895,0.03884872,0,59536.14466,50000,0.47267298,0.18299079,0.26519382,0.22911239,0.19127971,0.13142341,0.063627258,0.01232071,0.003055773,0.000154345
Bennington College,4,Highly selective private,1,1,VT,50003,Bennington,0.69786096,0.38929892,0.009265633,0,167420.2528,99200,0.666845804,0.091063254,0.12222127,0.16967249,0.18352224,0.43352085,0.26255801,0.19368988,0.04999315,0.005215395
Bentley University,4,Highly selective private,1,1,MA,25017,Middlesex,0.42668799,0.6170792,0.029418632,0.002390707,188624.286,119600,0.738542815,0.048559688,0.073758304,0.13549805,0.1938976,0.54828644,0.35235652,0.19987799,0.046308782,0.007289175
Bergen Community College,9,Two-year (public and private not-for-profit),2,1,NJ,34003,Bergen,0.46314633,0.40591589,0.03056114,0.000382706,97734.94202,72000,0.564651543,0.135021,0.17914146,0.19349115,0.2161267,0.27621973,0.13320151,0.050190412,0.006721312,0.001297986
Berkeley College of New York - NY,10,Four-year for-profit,1,1,NY,36061,New York,0.6783154,0.32951048,0.057736836,1.55E-05,61200.7928,42500,0.414411509,0.27447081,0.26147249,0.20392153,0.14668693,0.11344807,0.043763902,0.021811465,0.00531213,0.000106666
Berkeley College of Woodland Park - NJ,10,Four-year for-profit,1,1,NJ,34031,Passaic,0.70500374,0.40715447,0.040182311,4.41E-05,70132.76352,51200,0.473602452,0.20836933,0.23550016,0.21620926,0.19026476,0.14965653,0.064329803,0.024266547,0.003659936,0.000112686
Berklee College Of Music,8,Nonselective four-year private not-for-profit,1,1,MA,25025,Suffolk,0.22272144,0.41283527,0.007186,0,214504.3778,119300,0.746167784,0.03667951,0.071074717,0.14784858,0.20359021,0.54080695,0.3699677,0.23357026,0.053947117,0.007676851
Berkshire Community College,9,Two-year (public and private not-for-profit),2,1,MA,25003,Berkshire,0.53679246,0.44859996,0.013643686,0,88979.13946,66000,0.532934217,0.11552469,0.19932398,0.24099447,0.26662785,0.17752902,0.07698945,0.041900624,0.007038217,0.002747151
Berry College,6,Selective private,1,3,GA,13115,Floyd,0.64803803,0.74294841,0.012153942,1.73E-05,133228.0208,103100,0.705185334,0.039542001,0.071102396,0.15030722,0.28785124,0.45119724,0.24382892,0.13433564,0.015749833,0.001096506
Beth Medrash Govoha Of America,8,Nonselective four-year private not-for-profit,1,1,NJ,34029,Ocean,0.00982801,0.86619222,0.024971057,0.002462151,185551.8812,91100,0.618669051,0.18245932,0.096590377,0.13637902,0.18239054,0.40218073,0.2591036,0.17868142,0.059619229,0.007373845
Bethany College of Bethany - WV,6,Selective private,1,3,WV,54009,Brooke,0.53571427,0.67911488,0.020469109,7.43E-05,84672.02865,77600,0.576631784,0.074241281,0.12690815,0.24968451,0.32575864,0.22340754,0.084819876,0.020814667,0.001976734,0.000170839
Bethany College of Lindsborg - KS,6,Selective private,1,2,KS,20113,McPherson,0.45641026,0.66305864,0.011337067,0,88647.19836,73700,0.589027261,0.061025929,0.171433,0.26085514,0.28421336,0.22247249,0.10294721,0.051611453,0.004067662,0.000290244
Bethany Lutheran College,8,Nonselective four-year private not-for-profit,1,2,MN,27013,Blue Earth,0.5099715,0.71538967,0.008015445,4.64E-06,89334.94182,76000,0.582635854,0.069232777,0.13762766,0.288894,0.26969922,0.23454633,0.050678886,0.035539657,0.001150945,0.000358467
Bethel College,6,Selective private,1,2,IN,18141,St Joseph,0.62484157,0.70642859,0.006251248,0.001247788,106638.6624,81300,0.615582554,0.055091243,0.14032079,0.23485479,0.31393597,0.25579718,0.10684945,0.054105595,0.019613702,0.00130674
Bethel University of McKenzie - TN,6,Selective private,1,3,TN,47017,Carroll,0.53539824,0.64974946,0.016350059,5.37E-05,67322.70833,54700,0.465828091,0.19760934,0.22052024,0.22514582,0.22328325,0.13344137,0.027589563,0.012637184,0.006428216,0.0001292
Bethel University of Saint Paul - MN,6,Selective private,1,2,MN,27123,Ramsey,0.61640799,0.79165053,0.004979697,0,152973.1177,100000,0.711399794,0.030818749,0.075517684,0.17200339,0.29356289,0.42809734,0.24404958,0.14736313,0.025483387,0.001804482
Bethune Cookman University,6,Selective private,1,3,FL,12127,Volusia,0.55299538,0.21432418,0.02163641,7.08E-05,55685.36719,43000,0.411801547,0.23405242,0.30712131,0.21520023,0.15905504,0.084571004,0.029435439,0.010411766,0.000558409,0.000288438
Bevill State Community College,9,Two-year (public and private not-for-profit),2,3,AL,1127,Walker,0.55827886,0.55260444,0.018274268,0.000422259,58937.88534,50100,0.445799761,0.21799783,0.22187458,0.25655973,0.2110198,0.092548169,0.029591015,0.011000494,0.001099023,8.46E-05
Big Bend Community College,9,Two-year (public and private not-for-profit),2,4,WA,53025,Grant,0.48653668,0.58306009,0.016156642,0,73206.44811,64400,0.515685649,0.13131535,0.19513029,0.26995945,0.25468522,0.14890969,0.065980494,0.035265792,0.001941374,8.38E-06
Binghamton University,3,Highly selective public,1,1,NY,36007,Broome,0.54666668,0.55965865,0.050876305,0.004542319,117250.8662,104400,0.670249654,0.094252944,0.11719069,0.12297519,0.20344435,0.46213686,0.2639789,0.097712338,0.006443537,0.000203399
Biola University,6,Selective private,1,4,CA,6037,Los Angeles,0.63925236,0.74655741,0.017981296,5.85E-06,159678.221,95300,0.68247524,0.06932281,0.095133349,0.17216668,0.23579612,0.4275811,0.2663157,0.15621874,0.03170165,0.003150955
Birmingham Southern College,6,Selective private,1,3,AL,1073,Jefferson,0.57390302,0.6646319,0.010045541,0.001256738,232673.8212,137900,0.777102825,0.036849562,0.051915638,0.11123131,0.18059084,0.61941266,0.46534923,0.30836263,0.09232422,0.005901411
Bishop State Community College,9,Two-year (public and private not-for-profit),2,3,AL,1097,Mobile,0.62077922,0.24280488,0.022677038,3.15E-05,45969.41988,31400,0.325148651,0.4087936,0.25441545,0.15744595,0.11975794,0.059586972,0.020113053,0.007609371,0.00059725,0.000114028
Bismarck State College,7,Nonselective four-year public,1,2,ND,38015,Burleigh,0.46561968,0.61560637,0.025194777,0.000835228,75442.0624,68300,0.532407601,0.10096104,0.19347256,0.25424245,0.31216872,0.13915527,0.048556376,0.022322137,0.003627747,7.49E-05
Black Hawk College,9,Two-year (public and private not-for-profit),2,2,IL,17161,Rock Island,0.53896815,0.55514187,0.009117444,0,78878.48804,74000,0.562316978,0.10202144,0.1555862,0.23834854,0.32514715,0.17889673,0.056024589,0.018598547,0.001751418,2.68E-05
Black River Technical College,9,Two-year (public and private not-for-profit),2,3,AR,5121,Randolph,0.50980395,0.60494626,0.015093985,7.26E-05,53706.24564,41100,0.392300315,0.25216055,0.30281767,0.2407099,0.15727182,0.04704012,0.021888608,0.010343979,0.001997053,0.000127866
Blackburn University,6,Selective private,1,2,IL,17117,Macoupin,0.54090911,0.6063652,0.012327814,6.66E-05,74065.26563,65800,0.541153649,0.10921099,0.15281013,0.27107164,0.31295052,0.15395674,0.067536399,0.028760746,0.004770575,0.000376826
Blackhawk Technical College,9,Two-year (public and private not-for-profit),2,2,WI,55105,Rock,0.58538461,0.52704316,0.007581799,0,77468.63986,73400,0.571384581,0.089690968,0.14725779,0.25822973,0.3366639,0.16815765,0.041751545,0.014779165,0.001429483,0
Bladen Community College,9,Two-year (public and private not-for-profit),2,3,NC,37017,Bladen,0.61442786,0.32525873,0.017499207,2.22E-05,46182.47516,36100,0.365469442,0.31386399,0.27033222,0.18793656,0.18026845,0.047598764,0.01727866,0.003954349,0.002233081,5.04E-05
Blinn College,9,Two-year (public and private not-for-profit),2,3,TX,48477,Washington,0.46608695,0.56045651,0.015617048,0.000592964,109053.6046,83400,0.612966081,0.10325624,0.14475623,0.18479444,0.24854617,0.31864685,0.16690569,0.080096029,0.010502893,0.000768434
Bloomfield College,6,Selective private,1,1,NJ,34013,Essex,0.61233479,0.25008073,0.060373791,0.001476519,52584.27924,40800,0.38526128,0.26851264,0.30728924,0.21232587,0.12443389,0.08743836,0.024900295,0.008496568,0.000175137,9.85E-05
Bloomsburg University Of Pennsylvania,5,Selective public,1,1,PA,42037,Columbia,0.6061421,0.65883839,0.015696971,0.000244147,101333.0935,89800,0.651979705,0.056313001,0.10426985,0.19927867,0.31310701,0.32703152,0.1386397,0.044878766,0.00388072,0.000457374
Blue Mountain Community College,9,Two-year (public and private not-for-profit),2,4,OR,41059,Umatilla,0.58347386,0.56381863,0.013405612,4.43E-05,67935.07813,61400,0.502286206,0.11905647,0.23350856,0.2593506,0.2908524,0.097231932,0.031208195,0.0077769,0.00104275,0.0001292
Blue Ridge Community College of Flat Rock - NC,9,Two-year (public and private not-for-profit),2,3,NC,37089,Henderson,0.54312116,0.52128923,0.011855221,0,69763.49964,60800,0.498399968,0.12863873,0.19622417,0.31702027,0.24787146,0.11024544,0.037874088,0.016393024,0.005254442,0.001010581
Blue Ridge Community College of Weyers Cave - VA,9,Two-year (public and private not-for-profit),2,3,VA,51015,Augusta,0.53863382,0.53797597,0.014160412,1.61E-05,84341.15471,71600,0.563164684,0.10346772,0.16570133,0.25103813,0.27466518,0.20512776,0.087653786,0.029277217,0.002726423,4.26E-05
Bluefield State College,5,Selective public,1,3,WV,54055,Mercer,0.5424493,0.54182345,0.011984185,0.000752553,60400.96442,54700,0.452383278,0.18389632,0.22701174,0.28429633,0.21955536,0.085240379,0.027396115,0.007468475,0.001177135,0
Bluffton University,6,Selective private,1,2,OH,39003,Allen,0.5728395,0.83600038,0.001501256,2.82E-05,90094.58333,77100,0.622848968,0.029008986,0.13370867,0.24900319,0.39579302,0.19248623,0.074106112,0.013452594,0.00370319,0.000132954
